month_end,account_id,account_name,subsidiary_id,subsidiary_name,account_number,account_full_name,category,bs_flag,category_sorting,bs_flag_sorting,subsidiary_country,year,quarter,quarter_name,month,month_name,std_amount,std_amount_gbp,subsidiary_currency,is_year_end,is_quarter_end,account_type_name,ns_category,ns_bs_flag,ns_category_sorting,ns_bs_flag_sorting,ns_std_amount,ns_std_amount_gbp
31/08/2018,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2018,3,Qtr 3,8,Aug,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/10/2018,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2018,4,Qtr 4,10,Oct,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/01/2019,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2019,1,Qtr 1,1,Jan,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/03/2019,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2019,1,Qtr 1,3,Mar,344.4,344.4,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/05/2019,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2019,2,Qtr 2,5,May,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/07/2019,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2019,3,Qtr 3,7,Jul,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/08/2019,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2019,3,Qtr 3,8,Aug,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/10/2019,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2019,4,Qtr 4,10,Oct,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/01/2020,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2020,1,Qtr 1,1,Jan,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/03/2020,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2020,1,Qtr 1,3,Mar,344.4,344.4,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/05/2020,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2020,2,Qtr 2,5,May,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/07/2020,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2020,3,Qtr 3,7,Jul,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/08/2020,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2020,3,Qtr 3,8,Aug,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/10/2020,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2020,4,Qtr 4,10,Oct,344.4,344.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,344.4,344.4
31/10/2021,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2021,4,Qtr 4,10,Oct,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/01/2022,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2022,1,Qtr 1,1,Jan,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/03/2022,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2022,1,Qtr 1,3,Mar,736.4,736.4,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/05/2022,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2022,2,Qtr 2,5,May,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/07/2022,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2022,3,Qtr 3,7,Jul,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/08/2022,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2022,3,Qtr 3,8,Aug,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/10/2022,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2022,4,Qtr 4,10,Oct,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/01/2023,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2023,1,Qtr 1,1,Jan,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/03/2023,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2023,1,Qtr 1,3,Mar,736.4,736.4,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/05/2023,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2023,2,Qtr 2,5,May,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/07/2023,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2023,3,Qtr 3,7,Jul,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/08/2023,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2023,3,Qtr 3,8,Aug,736.4,736.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,736.4,736.4
31/10/2023,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2023,4,Qtr 4,10,Oct,-1224.4,-1224.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,-1224.4,-1224.4
31/01/2024,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2024,1,Qtr 1,1,Jan,-1224.4,-1224.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,-1224.4,-1224.4
31/03/2024,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2024,1,Qtr 1,3,Mar,-1224.4,-1224.4,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,-1224.4,-1224.4
31/05/2024,515,Intercompany Leithold,18,ACME Corp,92610,92610 - Intercompany Leithold,Subordinated Loans,Liabilities,16,2,UK,2024,2,Qtr 2,5,May,-1224.4,-1224.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,-1224.4,-1224.4
31/10/2019,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2019,4,Qtr 4,10,Oct,9600000,9600000,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,9600000,9600000
31/01/2020,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2020,1,Qtr 1,1,Jan,22479599.2,22479599.2,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,22479599.2,22479599.2
31/03/2020,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2020,1,Qtr 1,3,Mar,24937921.6,24937921.6,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,24937921.6,24937921.6
31/05/2020,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2020,2,Qtr 2,5,May,24937921.6,24937921.6,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,24937921.6,24937921.6
31/07/2020,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2020,3,Qtr 3,7,Jul,25000095.2,25000095.2,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,25000095.2,25000095.2
31/08/2020,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2020,3,Qtr 3,8,Aug,26600096,26600096,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,26600096,26600096
31/10/2020,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2020,4,Qtr 4,10,Oct,26665257.6,26665257.6,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,26665257.6,26665257.6
31/01/2021,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2021,1,Qtr 1,1,Jan,38587920,38587920,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,38587920,38587920
31/03/2021,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2021,1,Qtr 1,3,Mar,38653115.2,38653115.2,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,38653115.2,38653115.2
31/05/2021,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2021,2,Qtr 2,5,May,38653115.2,38653115.2,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,38653115.2,38653115.2
31/07/2021,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2021,3,Qtr 3,7,Jul,38779436.8,38779436.8,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,38779436.8,38779436.8
31/08/2021,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2021,3,Qtr 3,8,Aug,38779436.8,38779436.8,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,38779436.8,38779436.8
31/10/2021,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2021,4,Qtr 4,10,Oct,38779436.8,38779436.8,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,38779436.8,38779436.8
31/01/2022,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2022,1,Qtr 1,1,Jan,38974928.8,38974928.8,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,38974928.8,38974928.8
31/03/2022,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2022,1,Qtr 1,3,Mar,38974928.8,38974928.8,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,38974928.8,38974928.8
31/05/2022,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2022,2,Qtr 2,5,May,38974928.8,38974928.8,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,38974928.8,38974928.8
31/07/2022,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2022,3,Qtr 3,7,Jul,39168202.4,39168202.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,39168202.4,39168202.4
31/08/2022,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2022,3,Qtr 3,8,Aug,39168202.4,39168202.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,39168202.4,39168202.4
31/10/2022,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2022,4,Qtr 4,10,Oct,39266928.8,39266928.8,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,39266928.8,39266928.8
31/01/2023,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2023,1,Qtr 1,1,Jan,39365904,39365904,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,39365904,39365904
31/03/2023,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2023,1,Qtr 1,3,Mar,39462971.2,39462971.2,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,39462971.2,39462971.2
31/05/2023,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2023,2,Qtr 2,5,May,39462971.2,39462971.2,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,39462971.2,39462971.2
31/07/2023,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2023,3,Qtr 3,7,Jul,39561359.2,39561359.2,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,39561359.2,39561359.2
31/08/2023,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2023,3,Qtr 3,8,Aug,39561359.2,39561359.2,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,39561359.2,39561359.2
31/10/2023,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2023,4,Qtr 4,10,Oct,54787662.41,54787662.41,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,54787662.41,54787662.41
31/01/2024,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2024,1,Qtr 1,1,Jan,56244668.25,56244668.25,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,56244668.25,56244668.25
31/03/2024,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2024,1,Qtr 1,3,Mar,56244668.25,56244668.25,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,56244668.25,56244668.25
31/05/2024,957,Develop Diverse Pvt Ltd,18,ACME Corp,92665,92665 - Develop Diverse Pvt Ltd,Subordinated Loans,Liabilities,16,2,UK,2024,2,Qtr 2,5,May,56244668.25,56244668.25,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,56244668.25,56244668.25
30/04/2017,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2017,2,Qtr 2,4,Apr,9200000,9200000,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,9200000,9200000
30/06/2017,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2017,2,Qtr 2,6,Jun,9200000,9200000,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,9200000,9200000
30/09/2017,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2017,3,Qtr 3,9,Sep,9200000,9200000,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,9200000,9200000
30/11/2017,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2017,4,Qtr 4,11,Nov,9200000,9200000,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,9200000,9200000
30/04/2018,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2018,2,Qtr 2,4,Apr,9535680,9535680,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,9535680,9535680
30/06/2018,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2018,2,Qtr 2,6,Jun,9535680,9535680,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,9535680,9535680
30/09/2018,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2018,3,Qtr 3,9,Sep,17535680,17535680,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,17535680,17535680
30/11/2018,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2018,4,Qtr 4,11,Nov,17535680,17535680,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,17535680,17535680
30/04/2019,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2019,2,Qtr 2,4,Apr,3328468,3328468,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3328468,3328468
30/06/2019,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2019,2,Qtr 2,6,Jun,3328468,3328468,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3328468,3328468
30/09/2019,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2019,3,Qtr 3,9,Sep,3328468,3328468,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3328468,3328468
30/11/2019,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2019,4,Qtr 4,11,Nov,3328468,3328468,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3328468,3328468
30/04/2020,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2020,2,Qtr 2,4,Apr,3361661.6,3361661.6,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3361661.6,3361661.6
30/06/2020,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2020,2,Qtr 2,6,Jun,3378332,3378332,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3378332,3378332
30/09/2020,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2020,3,Qtr 3,9,Sep,3386847.2,3386847.2,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3386847.2,3386847.2
30/11/2020,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2020,4,Qtr 4,11,Nov,3386847.2,3386847.2,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3386847.2,3386847.2
30/04/2021,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2021,2,Qtr 2,4,Apr,3403756,3403756,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3403756,3403756
30/06/2021,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2021,2,Qtr 2,6,Jun,3412242.4,3412242.4,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3412242.4,3412242.4
30/09/2021,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2021,3,Qtr 3,9,Sep,3412242.4,3412242.4,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3412242.4,3412242.4
30/11/2021,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2021,4,Qtr 4,11,Nov,3412242.4,3412242.4,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3412242.4,3412242.4
30/04/2022,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2022,2,Qtr 2,4,Apr,3429444,3429444,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3429444,3429444
30/06/2022,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2022,2,Qtr 2,6,Jun,3446450.4,3446450.4,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3446450.4,3446450.4
30/09/2022,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2022,3,Qtr 3,9,Sep,3455137.6,3455137.6,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3455137.6,3455137.6
30/11/2022,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2022,4,Qtr 4,11,Nov,3455137.6,3455137.6,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3455137.6,3455137.6
30/04/2023,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2023,2,Qtr 2,4,Apr,3527817.6,3527817.6,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3527817.6,3527817.6
30/06/2023,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2023,2,Qtr 2,6,Jun,3539912,3539912,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3539912,3539912
30/09/2023,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2023,3,Qtr 3,9,Sep,3549261.6,3549261.6,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3549261.6,3549261.6
30/11/2023,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2023,4,Qtr 4,11,Nov,3549261.6,3549261.6,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3549261.6,3549261.6
30/04/2024,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2024,2,Qtr 2,4,Apr,3648755.32,3648755.32,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,3648755.32,3648755.32
30/06/2024,527,Intercompany Northridge Corp,18,ACME Corp,92660,92660 - Intercompany Northridge Corp,Subordinated Loans,Liabilities,16,2,UK,2024,2,Qtr 2,6,Jun,3648755.32,3648755.32,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,3648755.32,3648755.32
30/11/2018,810,Marco Marine Corp,18,ACME Corp,92703,92703 - Marco Marine Corp,Subordinated Loans,Liabilities,16,2,UK,2018,4,Qtr 4,11,Nov,8000000,8000000,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,8000000,8000000
30/04/2019,810,Marco Marine Corp,18,ACME Corp,92703,92703 - Marco Marine Corp,Subordinated Loans,Liabilities,16,2,UK,2019,2,Qtr 2,4,Apr,16036960,16036960,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,16036960,16036960
30/06/2019,810,Marco Marine Corp,18,ACME Corp,92703,92703 - Marco Marine Corp,Subordinated Loans,Liabilities,16,2,UK,2019,2,Qtr 2,6,Jun,16036960,16036960,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,16036960,16036960
30/09/2019,810,Marco Marine Corp,18,ACME Corp,92703,92703 - Marco Marine Corp,Subordinated Loans,Liabilities,16,2,UK,2019,3,Qtr 3,9,Sep,20036960,20036960,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,20036960,20036960
30/11/2019,810,Marco Marine Corp,18,ACME Corp,92703,92703 - Marco Marine Corp,Subordinated Loans,Liabilities,16,2,UK,2019,4,Qtr 4,11,Nov,20036960,20036960,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,20036960,20036960
30/04/2020,810,Marco Marine Corp,18,ACME Corp,92703,92703 - Marco Marine Corp,Subordinated Loans,Liabilities,16,2,UK,2020,2,Qtr 2,4,Apr,20243592.8,20243592.8,GBP,0,0,Other Current Liability,Other Current Liability,Liabilities,8,2,20243592.8,20243592.8
30/06/2020,810,Marco Marine Corp,18,ACME Corp,92703,92703 - Marco Marine Corp,Subordinated Loans,Liabilities,16,2,UK,2020,2,Qtr 2,6,Jun,20293815.2,20293815.2,GBP,0,1,Other Current Liability,Other Current Liability,Liabilities,8,2,20293815.2,20293815.2
